WDA,Occupation Title,Measure,Workforce Development Area,Title1,January 2020,January 2021,Volume Chg
Central,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,Central,"Shipping, Receiving, and Traffic Clerks",14,24,10
Central,Emergency Medical Technicians and Paramedics,Growing Occupations,Central,Emergency Medical Technicians and Paramedics,19,29,10
Central,Cashiers,Growing Occupations,Central,Cashiers,39,50,11
Central,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,Central,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",81,92,11
Central,Team Assemblers,Growing Occupations,Central,Team Assemblers,4,18,14
Central,Astronomers,Growing Occupations,Central,Astronomers,13,28,15
Central,Health Educators,Growing Occupations,Central,Health Educators,12,28,16
Central,Accountants,Growing Occupations,Central,Accountants,15,31,16
Central,Driver/Sales Workers,Growing Occupations,Central,Driver/Sales Workers,24,40,16
Central,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Central,First-Line Supervisors of Retail Sales Workers,107,123,16
Central,Patient Representatives,Growing Occupations,Central,Patient Representatives,26,43,17
Central,Veterinarians,Growing Occupations,Central,Veterinarians,10,28,18
Central,Phlebotomists,Growing Occupations,Central,Phlebotomists,12,31,19
Central,Medical and Clinical Laboratory Technologists,Growing Occupations,Central,Medical and Clinical Laboratory Technologists,15,35,20
Central,General and Operations Managers,Growing Occupations,Central,General and Operations Managers,28,49,21
Central,Teacher Assistants,Growing Occupations,Central,Teacher Assistants,13,35,22
Central,Security Guards,Growing Occupations,Central,Security Guards,30,52,22
Central,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,Central,First-Line Supervisors of Food Preparation and Serving Workers,8,31,23
Central,Medical Assistants,Growing Occupations,Central,Medical Assistants,13,45,32
Central,Operations Research Analysts,Growing Occupations,Central,Operations Research Analysts,31,63,32
Central,Pharmacists,Growing Occupations,Central,Pharmacists,26,61,35
Central,Personal Care Aides,Growing Occupations,Central,Personal Care Aides,36,74,38
Central,Merchandise Displayers and Window Trimmers,Growing Occupations,Central,Merchandise Displayers and Window Trimmers,33,77,44
Central,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Central,Heavy and Tractor-Trailer Truck Drivers,99,161,62
Central,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Central,Licensed Practical and Licensed Vocational Nurses,148,216,68
Central,Nursing Assistants,Growing Occupations,Central,Nursing Assistants,106,177,71
Central,Home Health Aides,Growing Occupations,Central,Home Health Aides,80,156,76
Central,Registered Nurses,Growing Occupations,Central,Registered Nurses,304,456,152
Chester,Physical Therapist Assistants,Growing Occupations,Chester,Physical Therapist Assistants,8,10,2
Chester,"Healthcare Support Workers, All Other",Growing Occupations,Chester,"Healthcare Support Workers, All Other",9,11,2
Chester,"Billing, Cost, and Rate Clerks",Growing Occupations,Chester,"Billing, Cost, and Rate Clerks",9,11,2
Chester,Database Architects,Growing Occupations,Chester,Database Architects,11,13,2
Chester,Bartenders,Growing Occupations,Chester,Bartenders,11,13,2
Chester,Regulatory Affairs Specialists,Growing Occupations,Chester,Regulatory Affairs Specialists,21,23,2
Chester,"Office Clerks, General",Growing Occupations,Chester,"Office Clerks, General",27,29,2
Chester,"Health Technologists and Technicians, All Other",Growing Occupations,Chester,"Health Technologists and Technicians, All Other",38,40,2
Chester,Operations Research Analysts,Growing Occupations,Chester,Operations Research Analysts,48,50,2
Chester,Medical Secretaries,Growing Occupations,Chester,Medical Secretaries,56,58,2
Chester,Patient Representatives,Growing Occupations,Chester,Patient Representatives,57,59,2
Chester,"Social Workers, All Other",Growing Occupations,Chester,"Social Workers, All Other",7,10,3
Chester,Respiratory Therapists,Growing Occupations,Chester,Respiratory Therapists,7,10,3
Chester,Public Relations Specialists,Growing Occupations,Chester,Public Relations Specialists,14,17,3
Chester,Dishwashers,Growing Occupations,Chester,Dishwashers,26,29,3
Chester,Food Service Managers,Growing Occupations,Chester,Food Service Managers,43,46,3
Chester,Automotive Specialty Technicians,Growing Occupations,Chester,Automotive Specialty Technicians,51,54,3
Chester,Childcare Workers,Growing Occupations,Chester,Childcare Workers,6,10,4
Chester,Logistics Analysts,Growing Occupations,Chester,Logistics Analysts,7,11,4
Chester,Paralegals and Legal Assistants,Growing Occupations,Chester,Paralegals and Legal Assistants,7,11,4
Chester,Veterinarians,Growing Occupations,Chester,Veterinarians,7,11,4
Chester,Treasurers and Controllers,Growing Occupations,Chester,Treasurers and Controllers,9,13,4
Chester,Dietitians and Nutritionists,Growing Occupations,Chester,Dietitians and Nutritionists,16,20,4
Chester,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Growing Occupations,Chester,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",17,21,4
Chester,Administrative Services Managers,Growing Occupations,Chester,Administrative Services Managers,24,28,4
Chester,Light Truck or Delivery Services Drivers,Growing Occupations,Chester,Light Truck or Delivery Services Drivers,31,35,4
Chester,"Education Administrators, Preschool and Childcare Center/Program",Growing Occupations,Chester,"Education Administrators, Preschool and Childcare Center/Program",6,11,5
Chester,Counseling Psychologists,Growing Occupations,Chester,Counseling Psychologists,6,11,5
Chester,Marriage and Family Therapists,Growing Occupations,Chester,Marriage and Family Therapists,11,16,5
Chester,Cleaners of Vehicles and Equipment,Growing Occupations,Chester,Cleaners of Vehicles and Equipment,12,17,5
Chester,Medical and Clinical Laboratory Technicians,Growing Occupations,Chester,Medical and Clinical Laboratory Technicians,19,24,5
Chester,Cashiers,Growing Occupations,Chester,Cashiers,52,57,5
Chester,Retail Salespersons,Growing Occupations,Chester,Retail Salespersons,256,261,5
Chester,Veterinary Technologists and Technicians,Growing Occupations,Chester,Veterinary Technologists and Technicians,6,12,6
Chester,Quality Control Systems Managers,Growing Occupations,Chester,Quality Control Systems Managers,12,18,6
Chester,Social and Community Service Managers,Growing Occupations,Chester,Social and Community Service Managers,12,18,6
Chester,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,Chester,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",13,19,6
Chester,Dental Assistants,Growing Occupations,Chester,Dental Assistants,16,22,6
Chester,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,Chester,First-Line Supervisors of Food Preparation and Serving Workers,32,38,6
Chester,"Preschool Teachers, Except Special Education",Growing Occupations,Chester,"Preschool Teachers, Except Special Education",95,101,6
Chester,"Managers, All Other",Growing Occupations,Chester,"Managers, All Other",160,166,6
Chester,First-Line Supervisors of Construction Trades and Extraction Workers,Growing Occupations,Chester,First-Line Supervisors of Construction Trades and Extraction Workers,3,10,7
Chester,"Packers and Packagers, Hand",Growing Occupations,Chester,"Packers and Packagers, Hand",6,13,7
Chester,Clinical Research Coordinators,Growing Occupations,Chester,Clinical Research Coordinators,8,15,7
Chester,Construction Managers,Growing Occupations,Chester,Construction Managers,15,22,7
Chester,Waiters and Waitresses,Growing Occupations,Chester,Waiters and Waitresses,46,53,7
Chester,Logisticians,Growing Occupations,Chester,Logisticians,2,10,8
Chester,Self-Enrichment Education Teachers,Growing Occupations,Chester,Self-Enrichment Education Teachers,2,10,8
Chester,Biologists,Growing Occupations,Chester,Biologists,10,18,8
Chester,"Property, Real Estate, and Community Association Managers",Growing Occupations,Chester,"Property, Real Estate, and Community Association Managers",12,20,8
Chester,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,Chester,"Shipping, Receiving, and Traffic Clerks",15,23,8
Chester,Psychiatric Technicians,Growing Occupations,Chester,Psychiatric Technicians,16,24,8
Chester,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Growing Occupations,Chester,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",20,28,8
Chester,Market Research Analysts and Marketing Specialists,Growing Occupations,Chester,Market Research Analysts and Marketing Specialists,43,51,8
Chester,Electrical Engineers,Growing Occupations,Chester,Electrical Engineers,10,19,9
Chester,"Bus Drivers, School or Special Client",Growing Occupations,Chester,"Bus Drivers, School or Special Client",4,14,10
Chester,Cost Estimators,Growing Occupations,Chester,Cost Estimators,5,15,10
Chester,Lawyers,Growing Occupations,Chester,Lawyers,15,25,10
Chester,"Counselors, All Other",Growing Occupations,Chester,"Counselors, All Other",6,17,11
Chester,Nonfarm Animal Caretakers,Growing Occupations,Chester,Nonfarm Animal Caretakers,8,19,11
Chester,Parts Salespersons,Growing Occupations,Chester,Parts Salespersons,9,20,11
Chester,Heating and Air Conditioning Mechanics and Installers,Growing Occupations,Chester,Heating and Air Conditioning Mechanics and Installers,17,28,11
Chester,Manufacturing Production Technicians,Growing Occupations,Chester,Manufacturing Production Technicians,18,29,11
Chester,Receptionists and Information Clerks,Growing Occupations,Chester,Receptionists and Information Clerks,22,33,11
Chester,Driver/Sales Workers,Growing Occupations,Chester,Driver/Sales Workers,32,43,11
Chester,First-Line Supervisors of Production and Operating Workers,Growing Occupations,Chester,First-Line Supervisors of Production and Operating Workers,9,21,12
Chester,"Cooks, Restaurant",Growing Occupations,Chester,"Cooks, Restaurant",56,68,12
Chester,Customer Service Representatives,Growing Occupations,Chester,Customer Service Representatives,144,156,12
Chester,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,Chester,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",157,169,12
Chester,Industrial Engineering Technicians,Growing Occupations,Chester,Industrial Engineering Technicians,11,24,13
Chester,"Special Education Teachers, Middle School",Growing Occupations,Chester,"Special Education Teachers, Middle School",4,18,14
Chester,Automotive Body and Related Repairers,Growing Occupations,Chester,Automotive Body and Related Repairers,4,18,14
Chester,"Elementary School Teachers, Except Special Education",Growing Occupations,Chester,"Elementary School Teachers, Except Special Education",8,22,14
Chester,"Production Workers, All Other",Growing Occupations,Chester,"Production Workers, All Other",40,54,14
Chester,Marketing Managers,Growing Occupations,Chester,Marketing Managers,79,93,14
Chester,Online Merchants,Growing Occupations,Chester,Online Merchants,3,18,15
Chester,Food Preparation Workers,Growing Occupations,Chester,Food Preparation Workers,10,26,16
Chester,Quality Control Analysts,Growing Occupations,Chester,Quality Control Analysts,12,28,16
Chester,Real Estate Sales Agents,Growing Occupations,Chester,Real Estate Sales Agents,34,50,16
Chester,Nannies,Growing Occupations,Chester,Nannies,2,19,17
Chester,Construction Laborers,Growing Occupations,Chester,Construction Laborers,8,25,17
Chester,"First-Line Supervisors of Mechanics, Installers, and Repairers",Growing Occupations,Chester,"First-Line Supervisors of Mechanics, Installers, and Repairers",22,39,17
Chester,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Chester,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",66,83,17
Chester,"Bookkeeping, Accounting, and Auditing Clerks",Growing Occupations,Chester,"Bookkeeping, Accounting, and Auditing Clerks",52,71,19
Chester,Nursing Assistants,Growing Occupations,Chester,Nursing Assistants,93,113,20
Chester,Landscaping and Groundskeeping Workers,Growing Occupations,Chester,Landscaping and Groundskeeping Workers,15,38,23
Chester,Coaches and Scouts,Growing Occupations,Chester,Coaches and Scouts,11,36,25
Chester,"Middle School Teachers, Except Special and Career/Technical Education",Growing Occupations,Chester,"Middle School Teachers, Except Special and Career/Technical Education",1,28,27
Chester,Teacher Assistants,Growing Occupations,Chester,Teacher Assistants,42,71,29
Chester,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Chester,Heavy and Tractor-Trailer Truck Drivers,62,96,34
Chester,Maids and Housekeeping Cleaners,Growing Occupations,Chester,Maids and Housekeeping Cleaners,37,73,36
Chester,General and Operations Managers,Growing Occupations,Chester,General and Operations Managers,54,90,36
Chester,Merchandise Displayers and Window Trimmers,Growing Occupations,Chester,Merchandise Displayers and Window Trimmers,44,81,37
Chester,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,Chester,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",49,86,37
Chester,Home Health Aides,Growing Occupations,Chester,Home Health Aides,69,109,40
Chester,"Stock Clerks, Sales Floor",Growing Occupations,Chester,"Stock Clerks, Sales Floor",26,69,43
Chester,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Chester,Licensed Practical and Licensed Vocational Nurses,71,123,52
Chester,Personal Care Aides,Growing Occupations,Chester,Personal Care Aides,39,107,68
Chester,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Chester,"Combined Food Preparation and Serving Workers, Including Fast Food",90,162,72
Chester,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Chester,"Laborers and Freight, Stock, and Material Movers, Hand",67,140,73
Delaware,Automotive Specialty Technicians,Growing Occupations,Delaware,Automotive Specialty Technicians,56,50,-6
Delaware,"First-Line Supervisors of Mechanics, Installers, and Repairers",Growing Occupations,Delaware,"First-Line Supervisors of Mechanics, Installers, and Repairers",28,23,-5
Delaware,"Sales Representatives, Services, All Other",Growing Occupations,Delaware,"Sales Representatives, Services, All Other",30,25,-5
Delaware,"Financial Managers, Branch or Department",Growing Occupations,Delaware,"Financial Managers, Branch or Department",44,39,-5
