WDA,Industry Title,Measure,Workforce Development Area,Title1,January 2020,January 2021,Volume Chg
Berks,All Other General Merchandise Stores,Growing Industries,Berks,All Other General Merchandise Stores,23,22,-1
Berks,Automotive Parts and Accessories Stores,Growing Industries,Berks,Automotive Parts and Accessories Stores,29,36,7
Berks,Bottled Water Manufacturing,Growing Industries,Berks,Bottled Water Manufacturing,11,10,-1
Berks,Child Day Care Services,Growing Industries,Berks,Child Day Care Services,21,16,-5
Berks,"Colleges, Universities, and Professional Schools",Growing Industries,Berks,"Colleges, Universities, and Professional Schools",126,155,29
Berks,Commercial Banking,Growing Industries,Berks,Commercial Banking,50,41,-9
Berks,Couriers and Express Delivery Services,Growing Industries,Berks,Couriers and Express Delivery Services,13,18,5
Berks,Department Stores (except Discount Department Stores),Growing Industries,Berks,Department Stores (except Discount Department Stores),18,29,11
Berks,Direct Life Insurance Carriers,Growing Industries,Berks,Direct Life Insurance Carriers,4,11,7
Berks,Engineering Services,Growing Industries,Berks,Engineering Services,41,20,-21
Berks,Food Service Contractors,Growing Industries,Berks,Food Service Contractors,51,34,-17
Berks,Full-Service Restaurants,Growing Industries,Berks,Full-Service Restaurants,2,22,20
Berks,Furniture Stores,Growing Industries,Berks,Furniture Stores,24,65,41
Berks,"General Freight Trucking, Long-Distance, Truckload",Growing Industries,Berks,"General Freight Trucking, Long-Distance, Truckload",18,29,11
Berks,General Line Grocery Merchant Wholesalers,Growing Industries,Berks,General Line Grocery Merchant Wholesalers,12,18,6
Berks,General Medical and Surgical Hospitals,Growing Industries,Berks,General Medical and Surgical Hospitals,261,314,53
Berks,General Warehousing and Storage,Growing Industries,Berks,General Warehousing and Storage,14,11,-3
Berks,Hazardous Waste Treatment and Disposal,Growing Industries,Berks,Hazardous Waste Treatment and Disposal,11,11,0
Berks,Home Centers,Growing Industries,Berks,Home Centers,76,62,-14
Berks,Home Health Care Services,Growing Industries,Berks,Home Health Care Services,34,44,10
Berks,Hotels (except Casino Hotels) and Motels,Growing Industries,Berks,Hotels (except Casino Hotels) and Motels,2,14,12
Berks,Limited-Service Restaurants,Growing Industries,Berks,Limited-Service Restaurants,32,72,40
Berks,Nursing Care Facilities (Skilled Nursing Facilities),Growing Industries,Berks,Nursing Care Facilities (Skilled Nursing Facilities),26,27,1
Berks,Other Commercial and Service Industry Machinery Manufacturing,Growing Industries,Berks,Other Commercial and Service Industry Machinery Manufacturing,9,16,7
Berks,Other Individual and Family Services,Growing Industries,Berks,Other Individual and Family Services,17,10,-7
Berks,Pet and Pet Supplies Stores,Growing Industries,Berks,Pet and Pet Supplies Stores,2,22,20
Berks,Pharmacies and Drug Stores,Growing Industries,Berks,Pharmacies and Drug Stores,45,43,-2
Berks,"Process, Physical Distribution, and Logistics Consulting Services",Growing Industries,Berks,"Process, Physical Distribution, and Logistics Consulting Services",14,16,2
Berks,Security Guards and Patrol Services,Growing Industries,Berks,Security Guards and Patrol Services,8,13,5
Berks,Soft Drink Manufacturing,Growing Industries,Berks,Soft Drink Manufacturing,6,11,5
Berks,Sporting Goods Stores,Growing Industries,Berks,Sporting Goods Stores,32,27,-5
Berks,Storage Battery Manufacturing,Growing Industries,Berks,Storage Battery Manufacturing,21,26,5
Berks,Supermarkets and Other Grocery (except Convenience) Stores,Growing Industries,Berks,Supermarkets and Other Grocery (except Convenience) Stores,4,16,12
Berks,Surgical and Medical Instrument Manufacturing,Growing Industries,Berks,Surgical and Medical Instrument Manufacturing,19,13,-6
Berks,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Growing Industries,Berks,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",118,158,40
Berks,Used Merchandise Stores,Growing Industries,Berks,Used Merchandise Stores,13,14,1
Berks,Warehouse Clubs and Supercenters,Growing Industries,Berks,Warehouse Clubs and Supercenters,20,37,17
Berks,Wood Kitchen Cabinet and Countertop Manufacturing,Growing Industries,Berks,Wood Kitchen Cabinet and Countertop Manufacturing,6,11,5
Bucks,All Other General Merchandise Stores,Growing Industries,Bucks,All Other General Merchandise Stores,38,34,-4
Bucks,Assisted Living Facilities for the Elderly,Growing Industries,Bucks,Assisted Living Facilities for the Elderly,31,26,-5
Bucks,Automobile Manufacturing,Growing Industries,Bucks,Automobile Manufacturing,5,13,8
Bucks,Automotive Parts and Accessories Stores,Growing Industries,Bucks,Automotive Parts and Accessories Stores,90,51,-39
Bucks,Books Printing,Growing Industries,Bucks,Books Printing,24,17,-7
Bucks,Business Associations,Growing Industries,Bucks,Business Associations,8,14,6
Bucks,Cable and Other Subscription Programming,Growing Industries,Bucks,Cable and Other Subscription Programming,21,28,7
Bucks,Child Day Care Services,Growing Industries,Bucks,Child Day Care Services,53,51,-2
Bucks,"Colleges, Universities, and Professional Schools",Growing Industries,Bucks,"Colleges, Universities, and Professional Schools",28,96,68
Bucks,Commercial Banking,Growing Industries,Bucks,Commercial Banking,123,66,-57
Bucks,Concrete Block and Brick Manufacturing,Growing Industries,Bucks,Concrete Block and Brick Manufacturing,24,31,7
Bucks,Continuing Care Retirement Communities,Growing Industries,Bucks,Continuing Care Retirement Communities,31,17,-14
Bucks,"Cosmetics, Beauty Supplies, and Perfume Stores",Growing Industries,Bucks,"Cosmetics, Beauty Supplies, and Perfume Stores",18,13,-5
Bucks,Couriers and Express Delivery Services,Growing Industries,Bucks,Couriers and Express Delivery Services,22,29,7
Bucks,Department Stores (except Discount Department Stores),Growing Industries,Bucks,Department Stores (except Discount Department Stores),18,14,-4
Bucks,Direct Health and Medical Insurance Carriers,Growing Industries,Bucks,Direct Health and Medical Insurance Carriers,197,13,-184
Bucks,Direct Life Insurance Carriers,Growing Industries,Bucks,Direct Life Insurance Carriers,18,40,22
Bucks,Discount Department Stores,Growing Industries,Bucks,Discount Department Stores,20,15,-5
Bucks,Electronic Shopping,Growing Industries,Bucks,Electronic Shopping,22,80,58
Bucks,Elementary and Secondary Schools,Growing Industries,Bucks,Elementary and Secondary Schools,14,16,2
Bucks,Family Clothing Stores,Growing Industries,Bucks,Family Clothing Stores,31,17,-14
Bucks,Food Product Machinery Manufacturing,Growing Industries,Bucks,Food Product Machinery Manufacturing,20,12,-8
Bucks,Food Service Contractors,Growing Industries,Bucks,Food Service Contractors,27,20,-7
Bucks,Full-Service Restaurants,Growing Industries,Bucks,Full-Service Restaurants,61,71,10
Bucks,Furniture Stores,Growing Industries,Bucks,Furniture Stores,21,50,29
Bucks,Gasoline Stations with Convenience Stores,Growing Industries,Bucks,Gasoline Stations with Convenience Stores,6,21,15
Bucks,General Automotive Repair,Growing Industries,Bucks,General Automotive Repair,26,33,7
Bucks,"General Freight Trucking, Long-Distance, Truckload",Growing Industries,Bucks,"General Freight Trucking, Long-Distance, Truckload",38,38,0
Bucks,General Medical and Surgical Hospitals,Growing Industries,Bucks,General Medical and Surgical Hospitals,512,198,-314
Bucks,"Hobby, Toy, and Game Stores",Growing Industries,Bucks,"Hobby, Toy, and Game Stores",21,13,-8
Bucks,Home Centers,Growing Industries,Bucks,Home Centers,213,123,-90
Bucks,Home Health Care Services,Growing Industries,Bucks,Home Health Care Services,72,110,38
Bucks,Hotels (except Casino Hotels) and Motels,Growing Industries,Bucks,Hotels (except Casino Hotels) and Motels,33,11,-22
Bucks,Industrial Machinery and Equipment Merchant Wholesalers,Growing Industries,Bucks,Industrial Machinery and Equipment Merchant Wholesalers,6,12,6
Bucks,Janitorial Services,Growing Industries,Bucks,Janitorial Services,16,27,11
Bucks,Kidney Dialysis Centers,Growing Industries,Bucks,Kidney Dialysis Centers,1,11,10
Bucks,Landscaping Services,Growing Industries,Bucks,Landscaping Services,18,14,-4
Bucks,Limited-Service Restaurants,Growing Industries,Bucks,Limited-Service Restaurants,105,140,35
Bucks,Medical Laboratories,Growing Industries,Bucks,Medical Laboratories,6,13,7
Bucks,New Car Dealers,Growing Industries,Bucks,New Car Dealers,6,19,13
Bucks,Nursing Care Facilities (Skilled Nursing Facilities),Growing Industries,Bucks,Nursing Care Facilities (Skilled Nursing Facilities),13,22,9
Bucks,Office Supplies and Stationery Stores,Growing Industries,Bucks,Office Supplies and Stationery Stores,33,26,-7
Bucks,Other Commercial and Service Industry Machinery Manufacturing,Growing Industries,Bucks,Other Commercial and Service Industry Machinery Manufacturing,6,12,6
Bucks,Passenger Car Rental,Growing Industries,Bucks,Passenger Car Rental,17,22,5
Bucks,Pet and Pet Supplies Stores,Growing Industries,Bucks,Pet and Pet Supplies Stores,7,52,45
Bucks,Pharmacies and Drug Stores,Growing Industries,Bucks,Pharmacies and Drug Stores,130,110,-20
Bucks,Postal Service,Growing Industries,Bucks,Postal Service,5,11,6
Bucks,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",Growing Industries,Bucks,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",5,10,5
Bucks,"Process, Physical Distribution, and Logistics Consulting Services",Growing Industries,Bucks,"Process, Physical Distribution, and Logistics Consulting Services",5,17,12
Bucks,Research and Development in Biotechnology,Growing Industries,Bucks,Research and Development in Biotechnology,6,13,7
Bucks,Security Guards and Patrol Services,Growing Industries,Bucks,Security Guards and Patrol Services,11,24,13
Bucks,Shoe Stores,Growing Industries,Bucks,Shoe Stores,39,22,-17
Bucks,Solid Waste Collection,Growing Industries,Bucks,Solid Waste Collection,31,14,-17
Bucks,Sporting Goods Stores,Growing Industries,Bucks,Sporting Goods Stores,15,10,-5
Bucks,Supermarkets and Other Grocery (except Convenience) Stores,Growing Industries,Bucks,Supermarkets and Other Grocery (except Convenience) Stores,37,62,25
Bucks,Tax Preparation Services,Growing Industries,Bucks,Tax Preparation Services,26,13,-13
Bucks,Toilet Preparation Manufacturing,Growing Industries,Bucks,Toilet Preparation Manufacturing,14,11,-3
Bucks,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Growing Industries,Bucks,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",48,67,19
Bucks,Warehouse Clubs and Supercenters,Growing Industries,Bucks,Warehouse Clubs and Supercenters,31,59,28
Bucks,Women's Clothing Stores,Growing Industries,Bucks,Women's Clothing Stores,16,16,0
Central,All Other General Merchandise Stores,Growing Industries,Central,All Other General Merchandise Stores,17,54,37
Central,Assisted Living Facilities for the Elderly,Growing Industries,Central,Assisted Living Facilities for the Elderly,23,14,-9
Central,Automotive Parts and Accessories Stores,Growing Industries,Central,Automotive Parts and Accessories Stores,53,41,-12
Central,Baked Goods Stores,Growing Industries,Central,Baked Goods Stores,4,18,14
Central,Book Stores,Growing Industries,Central,Book Stores,47,21,-26
Central,"Colleges, Universities, and Professional Schools",Growing Industries,Central,"Colleges, Universities, and Professional Schools",797,719,-78
Central,Commercial Banking,Growing Industries,Central,Commercial Banking,43,23,-20
Central,Direct Life Insurance Carriers,Growing Industries,Central,Direct Life Insurance Carriers,10,16,6
Central,Discount Department Stores,Growing Industries,Central,Discount Department Stores,13,15,2
Central,Family Clothing Stores,Growing Industries,Central,Family Clothing Stores,31,13,-18
Central,Food Service Contractors,Growing Industries,Central,Food Service Contractors,46,35,-11
Central,Full-Service Restaurants,Growing Industries,Central,Full-Service Restaurants,16,32,16
Central,Furniture Stores,Growing Industries,Central,Furniture Stores,1,23,22
Central,Gasoline Stations with Convenience Stores,Growing Industries,Central,Gasoline Stations with Convenience Stores,2,29,27
Central,"General Freight Trucking, Long-Distance, Truckload",Growing Industries,Central,"General Freight Trucking, Long-Distance, Truckload",34,36,2
Central,General Line Grocery Merchant Wholesalers,Growing Industries,Central,General Line Grocery Merchant Wholesalers,2,12,10
Central,General Medical and Surgical Hospitals,Growing Industries,Central,General Medical and Surgical Hospitals,656,765,109
Central,Hardware Stores,Growing Industries,Central,Hardware Stores,1,11,10
Central,Home Centers,Growing Industries,Central,Home Centers,115,115,0
Central,Home Health Care Services,Growing Industries,Central,Home Health Care Services,131,234,103
Central,Hotels (except Casino Hotels) and Motels,Growing Industries,Central,Hotels (except Casino Hotels) and Motels,11,13,2
Central,Limited-Service Restaurants,Growing Industries,Central,Limited-Service Restaurants,59,34,-25
Central,Nursing Care Facilities (Skilled Nursing Facilities),Growing Industries,Central,Nursing Care Facilities (Skilled Nursing Facilities),24,29,5
Central,Other Gasoline Stations,Growing Industries,Central,Other Gasoline Stations,37,12,-25
Central,Packaged Frozen Food Merchant Wholesalers,Growing Industries,Central,Packaged Frozen Food Merchant Wholesalers,12,14,2
Central,Passenger Car Rental,Growing Industries,Central,Passenger Car Rental,24,10,-14
Central,Pet and Pet Supplies Stores,Growing Industries,Central,Pet and Pet Supplies Stores,8,35,27
Central,Pharmaceutical Preparation Manufacturing,Growing Industries,Central,Pharmaceutical Preparation Manufacturing,9,15,6
Central,Pharmacies and Drug Stores,Growing Industries,Central,Pharmacies and Drug Stores,59,69,10
Central,"Process, Physical Distribution, and Logistics Consulting Services",Growing Industries,Central,"Process, Physical Distribution, and Logistics Consulting Services",7,24,17
Central,Security Guards and Patrol Services,Growing Industries,Central,Security Guards and Patrol Services,7,11,4
Central,Software Publishers,Growing Industries,Central,Software Publishers,4,20,16
Central,Supermarkets and Other Grocery (except Convenience) Stores,Growing Industries,Central,Supermarkets and Other Grocery (except Convenience) Stores,19,29,10
Central,Surgical Appliance and Supplies Manufacturing,Growing Industries,Central,Surgical Appliance and Supplies Manufacturing,13,14,1
Central,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Growing Industries,Central,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",7,23,16
Central,Used Merchandise Stores,Growing Industries,Central,Used Merchandise Stores,20,21,1
Chester,Administration of Veterans' Affairs,Growing Industries,Chester,Administration of Veterans' Affairs,4,48,44
Chester,Administrative Management and General Management Consulting Services,Growing Industries,Chester,Administrative Management and General Management Consulting Services,15,11,-4
Chester,All Other General Merchandise Stores,Growing Industries,Chester,All Other General Merchandise Stores,31,22,-9
Chester,Assisted Living Facilities for the Elderly,Growing Industries,Chester,Assisted Living Facilities for the Elderly,29,70,41
Chester,Automobile Manufacturing,Growing Industries,Chester,Automobile Manufacturing,27,29,2
Chester,Automotive Parts and Accessories Stores,Growing Industries,Chester,Automotive Parts and Accessories Stores,61,22,-39
Chester,Cable and Other Subscription Programming,Growing Industries,Chester,Cable and Other Subscription Programming,35,33,-2
Chester,Child Day Care Services,Growing Industries,Chester,Child Day Care Services,95,57,-38
Chester,Civic and Social Organizations,Growing Industries,Chester,Civic and Social Organizations,16,28,12
Chester,"Colleges, Universities, and Professional Schools",Growing Industries,Chester,"Colleges, Universities, and Professional Schools",32,16,-16
Chester,Commercial Banking,Growing Industries,Chester,Commercial Banking,92,48,-44
Chester,Computer Systems Design Services,Growing Industries,Chester,Computer Systems Design Services,48,23,-25
Chester,Continuing Care Retirement Communities,Growing Industries,Chester,Continuing Care Retirement Communities,12,26,14
Chester,Couriers and Express Delivery Services,Growing Industries,Chester,Couriers and Express Delivery Services,14,24,10
Chester,Credit Bureaus,Growing Industries,Chester,Credit Bureaus,7,15,8
Chester,Department Stores (except Discount Department Stores),Growing Industries,Chester,Department Stores (except Discount Department Stores),14,15,1
Chester,Direct Health and Medical Insurance Carriers,Growing Industries,Chester,Direct Health and Medical Insurance Carriers,165,66,-99
Chester,Direct Life Insurance Carriers,Growing Industries,Chester,Direct Life Insurance Carriers,24,25,1
Chester,Discount Department Stores,Growing Industries,Chester,Discount Department Stores,33,61,28
Chester,Electronic Shopping,Growing Industries,Chester,Electronic Shopping,14,61,47
Chester,Engineering Services,Growing Industries,Chester,Engineering Services,14,17,3
Chester,Food Service Contractors,Growing Industries,Chester,Food Service Contractors,39,31,-8
Chester,Full-Service Restaurants,Growing Industries,Chester,Full-Service Restaurants,32,42,10
Chester,Furniture Stores,Growing Industries,Chester,Furniture Stores,10,31,21
Chester,Gasoline Stations with Convenience Stores,Growing Industries,Chester,Gasoline Stations with Convenience Stores,1,25,24
Chester,General Automotive Repair,Growing Industries,Chester,General Automotive Repair,14,20,6
Chester,"General Freight Trucking, Long-Distance, Less Than Truckload",Growing Industries,Chester,"General Freight Trucking, Long-Distance, Less Than Truckload",30,37,7
